Unnamed: 0,link,text,user,likes,quotes,retweets,comments
36,https://twitter.com/BrianRoemmele/status/1861784850254139743#m,"OPERATION CHOKE POINT.  In 2013 I knew it was a political tool, and tried to speak up.  @elonmusk it has to stop, the banking system used as a tool of state corruption and cronyism is now a monster. Please DOGE this.   —  I was in the Merchant Processing business since 1985, one of my specialties was to get a legal Merchant Account to any legal business.  Banks would not only do a poor job of selling this services, they refused service to 75% of new businesses and 200% of “high risk” businesses. To sell a Merchant Accounts. But you need a bank who is chartered with Visa and Mastercard to offer a Merchant Account. Thus became the shot gun marriage for the industry, the banks hated us and we hated them, we both needed each other.  To underwrite a “high risk” merchant I had to take 100% liability if the bank had any form of loss, plus penalties. Thusly I developed early AI to monitor and underwrite these merchants. No one else in the world: did this until Square in 2011. I was doing Square and Stripe before the founders of those companies got out of diapers. Love those guys but I did it better and faster with customers that are still processing, decades later.  So a very cold morning in Southern California I got a call at 4 am from an east coast executive of one of the banks I represented: “Brian we have to shut down 780 merchants in your portfolio now. The Comptroller of The Currency and an FBI squad just walked walked in, we are losing over 2000 accounts”. Each merchant was doing legal business and some were 10 year working with us. It made no sense.   After the dust settled I got the inside word from a person that was part of the team, they were nice and all knew it was the start of a Soviet style payback operation.  I watched over 15,000 merchants, nearly 10% of my business, get the plug pulled in the space of a few weeks with every bank I had a relationship with.  I knew these merchants many personally and had to see their dreams burn down because of cronyism, games and people scared at the banks and over doing their jobs.   They destroyed so many people.  But how did this start?  Big political donations from Native American Gambling cartels and Las Vegas Gambling cartels, they both hated each other and got together to stop legal US betting for legal Online casinos.  They also wanted no sex workers to accept a credit card directly, it had to go through their pump first and then they got their cut.  It was the perfect cover “Gambling and Sex” who is coming to publicly defend it? Especially banks. But of course it was a cover for controlling the banking system to a level that was never possible.  It wasn’t just those industries it impacted just about any online business because of the way it was being pushed so hard on banks.  Over the years I got to see first hand the ugly hands corruption rapidly expand. This impacted all businesses and raised cost by 10x  to do business.  It stopped “officially” in 2017. But it stated up again in 2021 and this time it was more ugly and more vengeful Operation Chokehold 2.0.  And as @pmarca points out in the @joeroganhq pairing linked in the reposting attached here, they went after people to control them politically.  This type of behavior must stop. Using the financial system through the government leavers of power for political ends has destroyed the faith and fabric of our society and economy.   There is a lot more to this story and someday I will write about it.  DOGE STOP THIS  CRONYISM.",Brian Roemmele,3941,38,899,177
37,https://twitter.com/elonmusk/status/1861798030112145545#m,All of America rejected the nihilism of the Democratic Party,Elon Musk,152414,560,19816,3613
38,https://twitter.com/elonmusk/status/1861797808229228546#m,1.5 pillows is the right number,Elon Musk,198575,456,9494,3900
39,https://twitter.com/elonmusk/status/1861797386693353706#m,"This is undemocratic. The EU parliament should vote directly on matters, not give up authority to the EU commission.",Elon Musk,69859,841,14504,5110
40,https://twitter.com/america/status/1861794848224780735#m,"Republican Candidate for Manhattan DA, Maud Maron, who is challenging Alvin Bragg:  “People in both parties want safer cities, better schools and sensible policies… Alvin Bragg.. released a ‘day one memo’ saying there were certain crimes he just wasn’t going to prosecute..”",America,6666,52,1422,355
41,https://twitter.com/elonmusk/status/1861795215071404487#m,This is super messed up!,Elon Musk,59415,541,14283,2835
42,https://twitter.com/elonmusk/status/1861792875857748398#m,Many car companies won’t make it,Elon Musk,70573,438,9572,5307
43,https://twitter.com/ajtourville/status/1861789644859334798#m,"More than 500,000 square miles of the U.S. are unreachable by cell – that's about the size of two Texas!  SpaceX's @Starlink Direct to Cell (DTC) and @TMobile fixes that — Eliminating all cellular dead zones brings peace of mind and will save countless lives.",ALEX,5050,41,820,422
44,https://twitter.com/elonmusk/status/1861789934748873081#m,A truth-teller will be running NIH,Elon Musk,63725,314,14048,2119
45,https://twitter.com/elonmusk/status/1861788345258639830#m,"With rare exception, all countries are trending towards population collapse",Elon Musk,36746,742,5387,8166
46,https://twitter.com/elonmusk/status/1861786004145017317#m,,Elon Musk,108278,905,11479,4344
47,https://twitter.com/elonmusk/status/1861785166680829996#m,Damn he went full retard 🤣🤣,Elon Musk,203728,1053,16054,7014
48,https://twitter.com/elonmusk/status/1861785009805545631#m,The IRS just said it wants $20B more money.   Do you think it’s budget should be:,Elon Musk,118271,1778,17010,19366
49,https://twitter.com/elonmusk/status/1861783823685718117#m,It’s this time or never,Elon Musk,129476,659,21224,5125
50,https://twitter.com/BehizyTweets/status/1861485352990433518#m,"Elon Musk's mom, Maye Musk, just confirmed that Elon and Trump are basically best friends.  ""They just seem to be having fun, a lot of fun. And it's nice for both of them to have fun. And Elon really respects him a lot and is really happy that there's a future for America now.""  Elon is now an honorary member of the Trump family, and Trump is now an honorary member of the Musk family. It's really cool to see.  Thanks for birthing and raising a genius, @mayemusk.",George,31799,221,4845,1418
51,https://twitter.com/cb_doge/status/1861565985049964819#m,"MAYE MUSK: ""What they call mainstream media, but I call them dishonest Democrat media.""  ""They will be trying to break up the friendship of Donald Trump and Elon Musk. They will be hating everything.""",DogeDesigner,12234,82,2107,666
52,https://twitter.com/cb_doge/status/1861673883558125923#m,"Unfortunately, many people still believe everything they see on the news. Do your part in spreading the truth — forward 𝕏 posts.",DogeDesigner,6504,42,1193,733
53,https://twitter.com/teslaownersSV/status/1861672564692787446#m,𝕏 is for the world’s town square,Tesla Owners Silicon Valley,5098,32,705,512
54,https://twitter.com/elonmusk/status/1861672772117872694#m,??,Elon Musk,38735,372,6854,5497
55,https://twitter.com/DimaZeniuk/status/1861669998357254229#m,🔴      ･｡        🚀｡       *✨｡             ⚡️                 *. ✨                       ﾟ*.                          🚀 Starship                   ｡｡ ⚡️              ｡ ･✨        🚀*    ✨*,Dima Zeniuk,10132,85,1372,588
56,https://twitter.com/cb_doge/status/1861669328464252958#m,,DogeDesigner,13690,100,1561,922
57,https://twitter.com/elonmusk/status/1861671145851977752#m,America is going bankrupt fast,Elon Musk,52967,447,11568,5049
58,https://twitter.com/GailAlfarATX/status/1861669808686743612#m,"ASPIRE TO BE HONEST 🇺🇸  Truthfulness. Honesty. To lie is to live in a delusion. Elon Musk explains his motivation for keeping it real. Elon was asked, ""I notice you as being always honest, and where did that come from in your life?""  Elon's response was rapid, ""Yes, I can totally tell, you... well first of all I aspire to be honest, but I'm also sometimes wrong. Obviously, you can't be right all the time. I believe one should stand as corrected.""  ""The reason I try to be honest is because I am trying to understand the universe. I am trying to understand reality. I am trying to understand, like, what's the meaning of life...what are we here for? What's going on?""  ""If you are not rigorous about truth and honesty than you are going to live in a deluded world. You won't understand the nature of reality. I'm just curious and I want to understand the nature of reality, that that requires rigorous adherence to the truth.""  Elon's AI company is an extension of this, the mission of xAi is: Accelerate human scientific discovery. We are guided by our mission to advance our collective understanding of the universe.  Grok is also a part of xAI. This is Grok's mission:  Grok is an AI modeled after the Hitchhiker’s Guide to the Galaxy, so intended to answer almost anything and, far harder, even suggest what questions to ask!  Elon was asked about about the many famous celebrities who stood up to endorse Kamala Harris for president. It is impressive how Elon was solid about his support for Trump when this clearly was not the norm for the rich and famous to do.   The norm was to endorse Harris. In fact, all of these celebrities and more endorsed or supported Harris:  Alyssa Milano, Amber Rose, Ana Navarro, Anna Wintour, Anthony Rapp, Ariana Grande, Arnold Schwarzenegger, Aubrey Plaza, Azealia Banks, Barbra Streisand, Beyoncé, Bill Nye, Billie Eilish, Billy Eichner, Bon Jovi, Bruce Springsteen, Cardi B, Charli XCX, Cher, Chris Janson, Christina Aguilera, Chloë Grace Moretz, Cynthia Nixon, Danai Gurira, Demi Lovato, Dennis Quaid, Dolly Parton, Don Cheadle, Don Omar, Eminem, Eva Longoria, Fat Joe, Finneas O'Connell, Foo Fighters, Fran Drescher, Garcelle Beauvais, George Clooney, Geraldo Rivera, Gracie Abrams, Harrison Ford, Insane Clown Posse, James Taylor, Jamie Lee Curtis, Jason Aldean, Jay Z, Jennifer Aniston, Jennifer Lopez, Jennifer Lawrence, John Legend, John Oliver, Jon Voight, Joseph Gordon-Levitt, Julia Roberts, Katy Perry, Kelly Rowland, Ken Burns, Kesha, Kerry Washington, Kid Rock, Lance Bass, Lady Gaga, LeBron James, Leonardo DiCaprio, LeVar Burton, Lili Reinhart, Lizzo, Madonna, Marc Anthony, Mark Hamill, Mark Ruffalo, Martha Stewart, Matt Damon, Megan Thee Stallion, Mel Brooks, Mel Gibson, Mick Jagger, Mindy Kaling, Misha Collins, Mumford & Sons, Nancy Sinatra, Nick Offerman, Nicky Jam, Octavia Spencer, Olivia Rodrigo, Oprah Winfrey, Paul Bettany, Peter Frampton, Questlove & The Roots, Reese Witherspoon, Rihanna, Robert De Niro, Robert Downey Jr., Rosie O'Donnell, Rosie Perez, Sarah Jessica Parker, Scarlett Johansson, Smokey Robinson, Spike Lee, Stevie Nicks, Taylor Swift, Tina Knowles, Tory Burch, Usher, Viola Davis, Will Ferrell, Willie Nelson, Whoopi Goldberg, and Zoe Saldaña have all shown support for Kamala Harris.  Elon observed, ""Yeah, its weird that there's so many celebrities endorsing Kamala.""  He added that he's trying his best, trying to make as big a difference as possible. ""I do think we are at a fork in the road of destiny.""  He also said ""It is not clear to me that there will be elections after this if Trump is not elected.""  Thankfully, Trump WAS elected, but there is much work ahead.  My 2 cents As a parent of 5 kids, I took my job as a mom of young kids more serious than anything I have ever encountered. Though my kids might have thought I was joking a lot, I had a deep urgency to prompt them in to being inquisitive and to dig deeper into things, and not just accept as a fact what they watch or are told.  If you have kids or plan to have them, please don't be worried about sending them to a ""school that might mislead them."" Instead, treat each school encounter like an experimental science lab, and get your kids to dissect and critically talk about everything they saw there, and what can they accept and what they can not accept.  ᴛʜᴇ ᴘɪᴇᴄᴇ ʏᴏᴜ ᴊᴜꜱᴛ ʀᴇᴀᴅ ɪꜱ ᴀ ᴛɪɴʏ ᴇxᴄᴇʀᴘᴛ ꜰʀᴏᴍ ᴍʏ ᴀʀᴛɪᴄʟᴇ ᴏɴ ᴇʟᴏɴ ᴍᴜꜱᴋ ᴛᴏᴡɴ ʜᴀʟʟꜱ. ᴛʜᴀɴᴋꜱ ꜰᴏʀ ʙᴇɪɴɢ ᴏɴ x. x ɪꜱ ᴡʜᴇʀᴇ ᴛʜᴇ ᴡᴏʀʟᴅ ɪꜱ.",Gail Alfar,5949,75,1010,304
59,https://twitter.com/elonmusk/status/1861670383210111148#m,"Um, @satyanadella, this is illegal …",Elon Musk,86691,424,14696,3291
60,https://twitter.com/elonmusk/status/1861669595905695976#m,Yes! 🇺🇸🇺🇸,Elon Musk,112415,438,9360,4489
61,https://twitter.com/elonmusk/status/1861667220876824869#m,Did you know that 30 tech founders were secretly debanked?,Elon Musk,106736,1302,25896,6145
62,https://twitter.com/elonmusk/status/1861666920321442048#m,Vox Populi,Elon Musk,40467,258,4373,2023
63,https://twitter.com/elonmusk/status/1861647188948091254#m,Gift Premium,Elon Musk,11386,229,1868,3029
64,https://twitter.com/elonmusk/status/1861646142133674068#m,A significant % of people don’t even know that there is such a thing as a national debt!  Those that do often don’t know how big it is or that our interest payments now exceed what we spend on our military.  Only a small % understand that government overspending causes inflation.,Elon Musk,163200,1733,27171,13333
65,https://twitter.com/elonmusk/status/1861641639384743962#m,🔥🤣,Elon Musk,34822,96,3552,1941
66,https://twitter.com/elonmusk/status/1861634709509570808#m,2/3 of Korea will disappear every generation. Population collapse.,Elon Musk,132977,1886,15821,9738
67,https://twitter.com/elonmusk/status/1861634235733549251#m,Franklin’s anons were awesome 😂,Elon Musk,20478,96,3150,1373
68,https://twitter.com/elonmusk/status/1861633975447687457#m,Exactly,Elon Musk,56532,116,8330,1531
69,https://twitter.com/elonmusk/status/1861633446910795904#m,https://x.com/i/broadcasts/1vAGROyoBDjJl,Elon Musk,16154,100,2381,1456
70,https://twitter.com/SpaceX/status/1861631606546669725#m,Falcon 9 lifts off from pad 39A in Florida!,SpaceX,10627,96,1517,543
71,https://twitter.com/elonmusk/status/1861601483504185774#m,,Elon Musk,344920,3378,43294,8125
72,https://twitter.com/elonmusk/status/1861595977733550334#m,Great outcome!,Elon Musk,180051,505,24061,3284
73,https://twitter.com/elonmusk/status/1861592711310254309#m,How the tides have turned,Elon Musk,75163,314,15755,2476
74,https://twitter.com/elonmusk/status/1861556661019910506#m,WE … ARE … @DOGE!!!!,Elon Musk,17131,222,1878,2169
75,https://twitter.com/elonmusk/status/1861556469449269489#m,,Elon Musk,241147,1598,23265,12741
76,https://twitter.com/elonmusk/status/1861553583583567957#m,Exactly 🤨,Elon Musk,36840,133,7088,1995
77,https://twitter.com/Starlink/status/1861544221683114066#m,The FCC has granted Starlink a US commercial license to provide supplemental coverage from space 🛰️📱 https://docs.fcc.gov/public/attachments/DA-24-1193A1.pdf,Starlink,11281,164,1606,757
78,https://twitter.com/elonmusk/status/1861525935692063179#m,Future wars are all about drones & hypersonic missiles.   Fighter jets piloted by humans will be destroyed very quickly.,Elon Musk,111273,1352,15782,7461
79,https://twitter.com/NASA_Marshall/status/1861515301478637982#m,".@NASA has selected @SpaceX to provide launch services for the Dragonfly mission, a rotorcraft lander designed to explore Saturn’s moon Titan. The mission will sample materials and determine surface composition in different geologic settings.  READ MORE >> https://go.nasa.gov/3ZaM4XF",NASA Marshall,9536,94,1511,621
